image,category,tags
15922.jpg,Bag,"['sporty', 'Backpack', 'red', 'brown']"
4685.jpg,Bag,"['black', 'Backpack', 'formal']"
38747.jpg,Bag,"['waterproof', 'formal', 'black', 'Backpack', 'green']"
30194.jpg,Bag,"['black', 'Backpack', 'casual']"
21271.jpg,Bag,"['Backpack', 'grey']"
22680.jpg,Bag,"['black', 'Backpack']"
21437.jpg,Bag,"['casual', 'Backpack', 'blue']"
24725.jpg,Bag,"['Backpack', 'white', 'purple']"
7096.jpg,Bag,"['Backpack', 'red']"
38319.jpg,Bag,"['sporty', 'pink', 'Backpack', 'grey']"
4679.jpg,Bag,"['black', 'Backpack', 'grey']"
19414.jpg,Bag,"['black', 'Backpack']"
53371.jpg,Bag,"['black', 'Backpack', 'green']"
39878.jpg,Bag,"['black', 'Backpack', 'casual', 'purple']"
35186.jpg,Bag,"['black', 'Backpack', 'grey']"
15274.jpg,Bag,"['black', 'Backpack']"
6553.jpg,Bag,"['Backpack', 'blue']"
24326.jpg,Bag,"['black', 'Backpack', 'casual']"
19412.jpg,Bag,"['Backpack', 'blue']"
20959.jpg,Bag,"['black', 'Backpack', 'casual']"
25206.jpg,Bag,"['Backpack', 'yellow']"
7106.jpg,Bag,"['black', 'Backpack']"
9576.jpg,Bag,"['sporty', 'pink', 'Backpack']"
7058.jpg,Bag,"['black', 'Backpack']"
12740.jpg,Bag,"['black', 'Backpack', 'waterproof']"
4593.jpg,Bag,"['black', 'Backpack', 'green']"
6539.jpg,Bag,"['Backpack', 'blue']"
29006.jpg,Bag,"['black', 'Backpack', 'casual']"
9484.jpg,Bag,"['black', 'Backpack']"
6517.jpg,Bag,"['Backpack', 'formal']"
25866.jpg,Bag,"['black', 'Backpack', 'blue']"
15434.jpg,Bag,"['black', 'Backpack']"
19947.jpg,Bag,"['black', 'Backpack', 'formal']"
4608.jpg,Bag,"['Backpack', 'blue', 'red']"
39881.jpg,Bag,"['black', 'Backpack', 'spring', 'casual']"
3334.jpg,Bag,"['Backpack', 'blue', 'waterproof']"
53364.jpg,Bag,"['orange', 'Backpack', 'grey']"
1647.jpg,Bag,"['summer', 'green', 'Backpack']"
41849.jpg,Bag,"['black', 'orange', 'Backpack', 'casual']"
9437.jpg,Bag,"['black', 'Backpack', 'casual']"
21270.jpg,Bag,"['black', 'Backpack']"
20931.jpg,Bag,"['black', 'Backpack', 'spring', 'casual']"
12750.jpg,Bag,"['black', 'Backpack', 'waterproof']"
22738.jpg,Bag,"['black', 'sporty', 'Backpack', 'waterproof']"
30201.jpg,Bag,"['black', 'Backpack', 'casual']"
22650.jpg,Bag,"['Backpack', 'green']"
43568.jpg,Bag,"['black', 'Backpack', 'red']"
20928.jpg,Bag,"['black', 'Backpack']"
35214.jpg,Bag,"['Backpack', 'grey']"
7123.jpg,Bag,"['orange', 'Backpack']"
58145.jpg,Bag,"['black', 'Backpack']"
21247.jpg,Bag,"['black', 'Backpack']"
1791.jpg,Bag,"['black', 'summer', 'Backpack']"
18437.jpg,Bag,"['black', 'Backpack', 'formal']"
38759.jpg,Bag,"['black', 'orange', 'Backpack', 'waterproof']"
35194.jpg,Bag,"['Backpack', 'blue', 'grey']"
9404.jpg,Bag,"['red', 'waterproof', 'black', 'Backpack', 'casual']"
5217.jpg,Bag,"['black', 'Backpack', 'brown']"
9441.jpg,Bag,"['black', 'sporty', 'Backpack']"
29075.jpg,Bag,"['black', 'Backpack', 'blue', 'casual']"
24832.jpg,Bag,"['black', 'Backpack', 'blue']"
24324.jpg,Bag,"['blue', 'casual', 'Backpack']"
1565.jpg,Bag,"['Backpack', 'green']"
1792.jpg,Bag,"['Backpack', 'blue']"
5229.jpg,Bag,"['black', 'summer', 'Backpack']"
2366.jpg,Bag,"['black', 'Backpack', 'red', 'regular']"
25874.jpg,Bag,"['black', 'Backpack']"
28922.jpg,Bag,"['black', 'Backpack', 'casual']"
50432.jpg,Bag,"['Backpack', 'green', 'brown']"
4673.jpg,Bag,"['black', 'Backpack']"
32862.jpg,Bag,"['pink', 'Backpack', 'grey']"
37693.jpg,Bag,"['Backpack', 'grey']"
38737.jpg,Bag,"['black', 'Backpack', 'casual', 'grey']"
39510.jpg,Bag,"['black', 'Backpack']"
42934.jpg,Bag,"['black', 'Backpack', 'casual']"
17293.jpg,Bag,['Backpack']
29104.jpg,Bag,"['Backpack', 'red']"
37700.jpg,Bag,"['Backpack', 'blue']"
13696.jpg,Bag,"['Backpack', 'white', 'grey']"
1925.jpg,Bag,"['black', 'Backpack']"
35187.jpg,Bag,"['Backpack', 'blue', 'grey']"
5303.jpg,Bag,"['black', 'Backpack']"
6563.jpg,Bag,"['sporty', 'Backpack', 'waterproof', 'red']"
7852.jpg,Bag,"['black', 'Backpack', 'blue']"
15929.jpg,Bag,"['black', 'Backpack']"
38132.jpg,Bag,"['black', 'Backpack', 'red']"
22653.jpg,Bag,"['black', 'Backpack', 'grey']"
24833.jpg,Bag,"['Backpack', 'red']"
9488.jpg,Bag,"['Backpack', 'red']"
35189.jpg,Bag,"['Backpack', 'red']"
22651.jpg,Bag,"['Backpack', 'yellow', 'grey']"
9583.jpg,Bag,"['black', 'Backpack', 'formal', 'grey']"
35185.jpg,Bag,"['Backpack', 'green']"
30197.jpg,Bag,"['casual', 'Backpack', 'blue', 'green']"
5261.jpg,Bag,"['orange', 'Backpack', 'grey']"
38748.jpg,Bag,"['black', 'Backpack', 'white']"
39508.jpg,Bag,"['black', 'Backpack']"
5270.jpg,Bag,"['black', 'Backpack', 'grey']"
15927.jpg,Bag,"['Backpack', 'red']"
19912.jpg,Bag,"['Backpack', 'green']"
21193.jpg,Bag,"['Backpack', 'blue']"
25884.jpg,Bag,"['Backpack', 'brown']"
37689.jpg,Bag,"['black', 'Backpack']"
7062.jpg,Bag,"['black', 'Backpack', 'formal', 'grey']"
3333.jpg,Bag,"['Backpack', 'blue', 'waterproof']"
5267.jpg,Bag,"['black', 'Backpack']"
4592.jpg,Bag,"['orange', 'Backpack']"
8223.jpg,Bag,"['black', 'Backpack', 'casual', 'grey']"
22664.jpg,Bag,"['black', 'Backpack', 'red']"
36063.jpg,Bag,"['Backpack', 'green']"
1623.jpg,Bag,"['Backpack', 'red']"
36065.jpg,Bag,"['Backpack', 'yellow']"
22971.jpg,Bag,"['black', 'Backpack']"
5857.jpg,Bag,"['black', 'Backpack']"
7065.jpg,Bag,"['Backpack', 'red']"
9483.jpg,Bag,"['Backpack', 'red']"
22659.jpg,Bag,"['black', 'Backpack', 'grey']"
29192.jpg,Bag,"['black', 'Backpack', 'formal']"
30199.jpg,Bag,"['black', 'Backpack', 'casual']"
21263.jpg,Bag,"['black', 'Backpack']"
1648.jpg,Bag,"['summer', 'Backpack', 'purple']"
29101.jpg,Bag,"['Backpack', 'brown']"
21189.jpg,Bag,"['Backpack', 'blue']"
4597.jpg,Bag,"['orange', 'Backpack']"
4591.jpg,Bag,"['Backpack', 'blue']"
30182.jpg,Bag,"['Backpack', 'green']"
4617.jpg,Bag,"['Backpack', 'blue']"
53367.jpg,Bag,"['black', 'pink', 'Backpack']"
7120.jpg,Bag,"['Backpack', 'green']"
4589.jpg,Bag,"['Backpack', 'blue', 'grey']"
9574.jpg,Bag,"['Backpack', 'grey']"
35198.jpg,Bag,"['black', 'Backpack', 'blue']"
7118.jpg,Bag,"['black', 'Backpack', 'blue', 'waterproof']"
32867.jpg,Bag,"['black', 'Backpack', 'grey']"
7112.jpg,Bag,"['black', 'Backpack', 'red']"
5257.jpg,Bag,"['summer', 'Backpack', 'purple']"
12741.jpg,Bag,"['black', 'Backpack', 'waterproof']"
30198.jpg,Bag,"['casual', 'Backpack', 'blue', 'green']"
15272.jpg,Bag,"['Backpack', 'blue']"
15925.jpg,Bag,"['black', 'Backpack']"
36050.jpg,Bag,"['Backpack', 'blue']"
5218.jpg,Bag,"['Backpack', 'red']"
8267.jpg,Bag,"['black', 'Backpack', 'white']"
15924.jpg,Bag,"['black', 'Backpack']"
7089.jpg,Bag,"['black', 'Backpack', 'blue']"
35183.jpg,Bag,"['black', 'Backpack']"
9438.jpg,Bag,"['black', 'Backpack', 'casual']"
4590.jpg,Bag,"['Backpack', 'red']"
32863.jpg,Bag,"['black', 'Backpack', 'grey']"
25872.jpg,Bag,"['black', 'Backpack', 'red']"
25868.jpg,Bag,"['Backpack', 'purple']"
30192.jpg,Bag,"['black', 'sporty', 'Backpack']"
37684.jpg,Bag,"['Backpack', 'blue']"
40761.jpg,Bag,"['Backpack', 'white']"
30538.jpg,Bag,"['Backpack', 'blue']"
25875.jpg,Bag,"['Backpack', 'blue']"
25878.jpg,Bag,"['black', 'Backpack']"
6537.jpg,Bag,"['black', 'Backpack']"
38147.jpg,Bag,"['black', 'Backpack', 'formal']"
25888.jpg,Bag,"['blue', 'casual', 'Backpack']"
39507.jpg,Bag,"['black', 'Backpack']"
7781.jpg,Bag,"['Backpack', 'blue']"
32860.jpg,Bag,"['Backpack', 'blue', 'grey']"
8513.jpg,Bag,"['pink', 'casual', 'red', 'Backpack']"
22676.jpg,Bag,"['black', 'Backpack', 'blue']"
19318.jpg,Bag,"['Backpack', 'blue', 'formal']"
15918.jpg,Bag,"['black', 'sporty', 'Backpack']"
35197.jpg,Bag,"['black', 'Backpack']"
29191.jpg,Bag,"['black', 'Backpack', 'casual']"
1624.jpg,Bag,"['black', 'Backpack', 'grey']"
41845.jpg,Bag,"['black', 'Backpack', 'casual']"
15419.jpg,Bag,"['black', 'Backpack', 'grey']"
37674.jpg,Bag,"['black', 'Backpack']"
4676.jpg,Bag,"['black', 'Backpack', 'waterproof', 'white']"
18436.jpg,Bag,"['Backpack', 'red', 'formal']"
4672.jpg,Bag,"['black', 'Backpack', 'blue']"
19413.jpg,Bag,"['Backpack', 'blue']"
8262.jpg,Bag,"['black', 'Backpack', 'red']"
19415.jpg,Bag,"['Backpack', 'blue']"
29064.jpg,Bag,"['black', 'Backpack', 'casual']"
44661.jpg,Bag,"['black', 'sporty', 'Backpack', 'waterproof']"
7076.jpg,Bag,"['black', 'Backpack']"
37687.jpg,Bag,"['Backpack', 'brown']"
9525.jpg,Bag,"['black', 'Backpack']"
22674.jpg,Bag,"['Backpack', 'grey']"
29314.jpg,Bag,"['blue', 'casual', 'Backpack']"
1794.jpg,Bag,"['Backpack', 'brown']"
37701.jpg,Bag,"['Backpack', 'blue']"
30185.jpg,Bag,"['Backpack', 'red']"
36512.jpg,Bag,"['black', 'Backpack', 'casual', 'grey']"
8377.jpg,Bag,"['Backpack', 'blue']"
25886.jpg,Bag,"['Backpack', 'blue', 'white']"
38138.jpg,Bag,"['pink', 'Backpack', 'grey']"
15919.jpg,Bag,"['Backpack', 'blue']"
12732.jpg,Bag,"['black', 'Backpack', 'waterproof']"
6516.jpg,Bag,"['Backpack', 'waterproof']"
37696.jpg,Bag,"['Backpack', 'blue']"
6560.jpg,Bag,"['black', 'Backpack']"
4677.jpg,Bag,"['black', 'Backpack']"
18438.jpg,Bag,"['black', 'Backpack', 'formal']"
39880.jpg,Bag,"['black', 'Backpack', 'casual']"
18332.jpg,Bag,"['pink', 'blue', 'red', 'Backpack']"
4682.jpg,Bag,"['black', 'Backpack', 'red']"
21259.jpg,Bag,"['black', 'Backpack']"
17985.jpg,Bag,"['Backpack', 'formal', 'grey']"
19906.jpg,Bag,"['black', 'Backpack', 'blue']"
25885.jpg,Bag,"['black', 'Backpack', 'white']"
2262.jpg,Bag,"['pink', 'Backpack', 'red', 'white']"
22648.jpg,Bag,"['black', 'Backpack', 'grey']"
53365.jpg,Bag,"['black', 'Backpack']"
31607.jpg,Bag,"['black', 'Backpack', 'blue', 'casual']"
5252.jpg,Bag,"['Backpack', 'red']"
9494.jpg,Bag,"['black', 'Backpack']"
1927.jpg,Bag,"['loose', 'Backpack', 'blue']"
17987.jpg,Belt,"['yellow', 'brown']"
41254.jpg,Belt,"['black', 'formal']"
42962.jpg,Belt,"['black', 'summer']"
8309.jpg,Belt,"['black', 'grey']"
47161.jpg,Belt,"['black', 'formal']"
14979.jpg,Belt,['brown']
24678.jpg,Belt,['black']
42950.jpg,Belt,"['summer', 'brown']"
41255.jpg,Belt,"['black', 'formal']"
14977.jpg,Belt,['black']
20971.jpg,Belt,['green']
42943.jpg,Belt,"['summer', 'brown']"
20996.jpg,Belt,['black']
36885.jpg,Belt,['brown']
32612.jpg,Belt,['brown']
30157.jpg,Belt,['brown']
28597.jpg,Belt,"['formal', 'brown']"
20544.jpg,Belt,"['yellow', 'slim']"
41244.jpg,Belt,"['formal', 'brown']"
29077.jpg,Belt,['black']
14833.jpg,Belt,['brown']
44596.jpg,Belt,"['elegant', 'brown', 'grey']"
21804.jpg,Belt,['brown']
35066.jpg,Belt,"['black', 'elegant']"
19506.jpg,Belt,['black']
51256.jpg,Belt,['brown']
38411.jpg,Belt,"['black', 'red']"
34806.jpg,Belt,['brown']
17068.jpg,Belt,['white']
17074.jpg,Belt,"['casual', 'brown']"
17144.jpg,Belt,"['casual', 'grey']"
48121.jpg,Belt,['black']
41022.jpg,Belt,['brown']
20552.jpg,Belt,"['black', 'slim']"
38372.jpg,Belt,"['formal', 'brown']"
33463.jpg,Belt,"['brown', 'slim']"
33472.jpg,Belt,['slim']
33726.jpg,Belt,"['slim', 'grey']"
41256.jpg,Belt,"['black', 'formal', 'brown', 'grey']"
33483.jpg,Belt,['blue']
19894.jpg,Belt,"['formal', 'brown']"
17062.jpg,Belt,"['casual', 'red']"
15939.jpg,Belt,"['elegant', 'brown']"
36886.jpg,Belt,"['black', 'brown']"
34126.jpg,Belt,"['black', 'brown']"
18838.jpg,Belt,"['black', 'formal', 'slim']"
38407.jpg,Belt,"['brown', 'purple']"
35078.jpg,Belt,"['black', 'grey']"
37065.jpg,Belt,"['red', 'slim']"
50830.jpg,Belt,"['black', 'brown']"
38382.jpg,Belt,"['formal', 'brown']"
51263.jpg,Belt,"['black', 'brown', 'grey']"
18806.jpg,Belt,"['casual', 'yellow']"
29079.jpg,Belt,['black']
19508.jpg,Belt,"['formal', 'brown']"
10331.jpg,Belt,"['black', 'blue']"
14589.jpg,Belt,['brown']
42944.jpg,Belt,"['black', 'summer', 'blue']"
25747.jpg,Belt,['black']
47159.jpg,Belt,"['black', 'formal']"
20983.jpg,Belt,['black']
46071.jpg,Belt,['black']
35064.jpg,Belt,"['black', 'elegant']"
18804.jpg,Belt,"['casual', 'green']"
25756.jpg,Belt,"['casual', 'green', 'loose']"
27821.jpg,Belt,['black']
42946.jpg,Belt,"['black', 'summer']"
10334.jpg,Belt,"['black', 'blue']"
14828.jpg,Belt,['black']
51765.jpg,Belt,['black']
36890.jpg,Belt,['brown']
42947.jpg,Belt,"['summer', 'brown']"
46068.jpg,Belt,['black']
27822.jpg,Belt,"['brown', 'grey']"
42951.jpg,Belt,['red']
16993.jpg,Belt,['grey']
27814.jpg,Belt,"['black', 'brown']"
37229.jpg,Belt,['black']
42899.jpg,Belt,"['black', 'summer', 'grey', 'slim']"
37996.jpg,Belt,['black']
36518.jpg,Belt,['brown']
25103.jpg,Belt,"['casual', 'red']"
20519.jpg,Belt,"['white', 'slim']"
37447.jpg,Belt,"['black', 'elegant']"
33469.jpg,Belt,"['yellow', 'slim']"
48552.jpg,Belt,"['black', 'casual']"
7646.jpg,Belt,['brown']
17076.jpg,Belt,"['casual', 'white']"
34800.jpg,Belt,['black']
12455.jpg,Belt,"['casual', 'brown']"
18022.jpg,Belt,"['casual', 'white']"
14593.jpg,Belt,['black']
18015.jpg,Belt,['brown']
21006.jpg,Belt,['black']
25108.jpg,Belt,['casual']
42964.jpg,Belt,[]
42913.jpg,Belt,"['black', 'summer', 'slim']"
19510.jpg,Belt,"['casual', 'brown']"
38403.jpg,Belt,"['summer', 'brown']"
37059.jpg,Belt,['black']
14168.jpg,Belt,['black']
36540.jpg,Belt,"['orange', 'brown']"
28596.jpg,Belt,"['formal', 'brown']"
25734.jpg,Belt,"['casual', 'brown']"
14972.jpg,Belt,['black']
57539.jpg,Belt,['green']
38379.jpg,Belt,"['formal', 'brown']"
36026.jpg,Belt,"['black', 'brown']"
34129.jpg,Belt,"['black', 'spring', 'elegant', 'brown']"
35065.jpg,Belt,"['black', 'elegant', 'brown']"
48126.jpg,Belt,"['brown', 'slim']"
20423.jpg,Belt,"['brown', 'slim']"
18019.jpg,Belt,"['blue', 'grey']"
25104.jpg,Belt,"['casual', 'brown']"
20069.jpg,Belt,['black']
41247.jpg,Belt,"['formal', 'brown', 'grey']"
20514.jpg,Belt,"['slim', 'purple']"
37049.jpg,Belt,['green']
38376.jpg,Belt,"['black', 'formal']"
36883.jpg,Belt,['brown']
35073.jpg,Belt,"['casual', 'yellow', 'brown']"
36024.jpg,Belt,['brown']
14832.jpg,Belt,['black']
45313.jpg,Belt,"['black', 'elegant', 'brown']"
37052.jpg,Belt,"['brown', 'slim']"
51770.jpg,Belt,['brown']
36891.jpg,Belt,['brown']
36519.jpg,Belt,['black']
41018.jpg,Belt,['brown']
24679.jpg,Belt,['yellow']
20537.jpg,Belt,"['green', 'slim']"
18801.jpg,Belt,"['casual', 'brown']"
34128.jpg,Belt,"['black', 'elegant', 'brown']"
27804.jpg,Belt,"['black', 'brown']"
19505.jpg,Belt,"['black', 'formal']"
20070.jpg,Belt,['grey']
19210.jpg,Belt,['brown']
27815.jpg,Belt,"['black', 'brown']"
18014.jpg,Belt,['green']
51768.jpg,Belt,['brown']
8956.jpg,Belt,['black']
18011.jpg,Belt,"['black', 'blue']"
58208.jpg,Belt,['brown']
38402.jpg,Belt,"['black', 'brown']"
20065.jpg,Belt,['black']
25430.jpg,Belt,"['casual', 'yellow']"
25106.jpg,Belt,['brown']
42960.jpg,Belt,"['black', 'summer']"
27808.jpg,Belt,"['black', 'brown']"
18810.jpg,Belt,"['casual', 'green']"
45309.jpg,Belt,"['black', 'elegant', 'brown']"
27839.jpg,Belt,"['black', 'blue', 'grey']"
37440.jpg,Belt,"['black', 'elegant']"
48558.jpg,Belt,"['black', 'grey']"
27806.jpg,Belt,['black']
18840.jpg,Belt,"['formal', 'brown']"
24867.jpg,Belt,"['black', 'casual']"
42956.jpg,Belt,"['blue', 'white']"
14976.jpg,Belt,['black']
37993.jpg,Belt,['brown']
48544.jpg,Belt,"['casual', 'brown']"
47164.jpg,Belt,"['formal', 'brown']"
7624.jpg,Belt,"['pink', 'brown']"
42901.jpg,Belt,['pink']
14982.jpg,Belt,"['summer', 'blue', 'white', 'green', 'casual']"
45303.jpg,Belt,"['black', 'elegant', 'brown']"
3720.jpg,Belt,"['casual', 'blue', 'white']"
20470.jpg,Belt,"['yellow', 'slim']"
14587.jpg,Belt,['yellow']
8923.jpg,Belt,"['white', 'grey']"
45310.jpg,Belt,"['black', 'brown']"
37047.jpg,Belt,['black']
34803.jpg,Belt,['green']
50213.jpg,Belt,['pink']
21000.jpg,Belt,['white']
14170.jpg,Belt,['black']
20576.jpg,Belt,"['brown', 'slim']"
38371.jpg,Belt,"['black', 'formal']"
34549.jpg,Belt,['black']
17065.jpg,Belt,"['casual', 'white']"
51257.jpg,Belt,"['black', 'brown']"
38386.jpg,Belt,"['black', 'formal', 'brown']"
38374.jpg,Belt,"['black', 'formal']"
48549.jpg,Belt,['black']
37058.jpg,Belt,['red']
42942.jpg,Belt,['black']
50216.jpg,Belt,['grey']
20546.jpg,Belt,['slim']
27836.jpg,Belt,"['red', 'white']"
21012.jpg,Belt,['blue']
36023.jpg,Belt,['black']
8919.jpg,Belt,"['black', 'formal']"
18803.jpg,Belt,"['casual', 'brown']"
37450.jpg,Belt,"['black', 'elegant']"
20536.jpg,Belt,"['blue', 'slim']"
33484.jpg,Belt,['grey']
47158.jpg,Belt,"['formal', 'yellow']"
36888.jpg,Belt,['brown']
14905.jpg,Belt,"['black', 'blue', 'red', 'white']"
25733.jpg,Belt,"['casual', 'green']"
41243.jpg,Belt,"['black', 'formal']"
20473.jpg,Belt,"['slim', 'purple']"
19893.jpg,Belt,['brown']
17064.jpg,Belt,"['blue', 'casual']"
48539.jpg,Belt,['brown']
8918.jpg,Belt,"['formal', 'brown']"
30151.jpg,Belt,"['casual', 'brown']"
25110.jpg,Belt,"['casual', 'green']"
46305.jpg,Belt,"['black', 'grey']"
19892.jpg,Belt,['black']
18606.jpg,Belt,"['formal', 'brown']"
51255.jpg,Belt,['black']
17778.jpg,Belt,"['black', 'formal', 'brown']"
35068.jpg,Belt,['black']
25426.jpg,Belt,['black']
50834.jpg,Belt,"['black', 'brown']"
19891.jpg,Belt,"['black', 'white']"
20526.jpg,Belt,"['blue', 'slim']"
58202.jpg,Belt,"['black', 'brown']"
32614.jpg,Belt,['brown']
18604.jpg,Belt,['formal']
32610.jpg,Belt,['black']
51266.jpg,Belt,['black']
41241.jpg,Belt,"['black', 'formal', 'brown', 'grey']"
58207.jpg,Belt,['brown']
41016.jpg,Belt,['brown']
49574.jpg,Belt,"['black', 'brown']"
17771.jpg,Belt,"['formal', 'brown']"
25107.jpg,Belt,"['casual', 'slim']"
48123.jpg,Belt,['black']
8114.jpg,Belt,[]
38488.jpg,Belt,['yellow']
37064.jpg,Belt,"['slim', 'purple']"
16121.jpg,Belt,['black']
49569.jpg,Belt,"['black', 'brown']"
21754.jpg,Belt,['brown']
17773.jpg,Belt,['brown']
18835.jpg,Belt,"['formal', 'brown']"
8922.jpg,Belt,"['black', 'white']"
8123.jpg,Belt,['brown']
41250.jpg,Belt,"['black', 'formal', 'brown']"
21762.jpg,Belt,['black']
14822.jpg,Belt,['black']
8928.jpg,Belt,['red']
38412.jpg,Belt,['brown']
42906.jpg,Belt,"['slim', 'grey', 'yellow', 'brown']"
50214.jpg,Belt,['brown']
44591.jpg,Belt,"['black', 'elegant', 'brown']"
14981.jpg,Belt,['brown']
36516.jpg,Belt,['yellow']
8311.jpg,Belt,['brown']
36887.jpg,Belt,"['black', 'brown']"
41238.jpg,Belt,"['formal', 'brown']"
50837.jpg,Belt,['brown']
7638.jpg,Belt,['brown']
17988.jpg,Belt,"['formal', 'brown']"
42894.jpg,Belt,"['summer', 'yellow', 'slim']"
18834.jpg,Belt,"['formal', 'brown']"
37995.jpg,Belt,['black']
25101.jpg,Belt,['brown']
42915.jpg,Belt,"['summer', 'grey', 'slim']"
41245.jpg,Belt,"['black', 'grey', 'slim', 'formal', 'brown']"
49575.jpg,Belt,"['black', 'brown']"
20972.jpg,Belt,['brown']
24779.jpg,Belt,['black']
18813.jpg,Belt,"['blue', 'casual']"
18839.jpg,Belt,"['black', 'formal']"
38415.jpg,Belt,"['red', 'purple']"
48541.jpg,Belt,"['casual', 'brown']"
58466.jpg,Belt,['black']
18565.jpg,Belt,['black']
42916.jpg,Belt,"['summer', 'yellow', 'slim']"
45312.jpg,Belt,"['black', 'brown']"
14171.jpg,Belt,['black']
48112.jpg,Belt,['brown']
19889.jpg,Belt,['green']
20974.jpg,Belt,['black']
27811.jpg,Belt,"['black', 'brown']"
33733.jpg,Belt,['slim']
7640.jpg,Belt,['black']
21001.jpg,Belt,['purple']
10333.jpg,Belt,"['blue', 'brown']"
12454.jpg,Belt,"['casual', 'brown']"
14176.jpg,Belt,['black']
38414.jpg,Belt,"['summer', 'blue']"
19888.jpg,Belt,"['yellow', 'brown']"
35059.jpg,Belt,['yellow']
57463.jpg,Belt,['brown']
8120.jpg,Belt,['black']
7630.jpg,Belt,['yellow']
8957.jpg,Belt,['black']
19890.jpg,Belt,"['green', 'white']"
17066.jpg,Belt,['black']
38383.jpg,Belt,"['formal', 'brown']"
46074.jpg,Belt,['brown']
48118.jpg,Belt,['brown']
33474.jpg,Belt,"['blue', 'slim']"
19509.jpg,Belt,"['black', 'formal']"
27834.jpg,Belt,['blue']
48551.jpg,Belt,"['black', 'casual', 'brown']"
38485.jpg,Belt,"['summer', 'white']"
30152.jpg,Belt,"['black', 'casual']"
33462.jpg,Belt,"['black', 'brown']"
42907.jpg,Belt,"['black', 'white']"
42898.jpg,Belt,['blue']
28595.jpg,Belt,"['formal', 'brown']"
36019.jpg,Belt,['brown']
41528.jpg,Belt,"['formal', 'yellow']"
34808.jpg,Belt,['black']
45308.jpg,Belt,"['black', 'elegant', 'brown']"
18830.jpg,Belt,"['black', 'formal']"
20984.jpg,Belt,['black']
48556.jpg,Belt,['brown']
24677.jpg,Belt,['brown']
37448.jpg,Belt,"['elegant', 'brown']"
58205.jpg,Belt,['brown']
50831.jpg,Belt,"['black', 'brown']"
38378.jpg,Belt,"['black', 'formal']"
18013.jpg,Belt,['yellow']
18832.jpg,Belt,"['formal', 'brown']"
14980.jpg,Belt,['brown']
33479.jpg,Belt,['black']
50217.jpg,Belt,['black']
14975.jpg,Belt,['black']
17073.jpg,Belt,"['casual', 'brown']"
27832.jpg,Belt,"['black', 'brown']"
25111.jpg,Belt,['yellow']
27830.jpg,Belt,"['black', 'grey']"
38420.jpg,Belt,"['black', 'summer', 'slim']"
40227.jpg,Belt,"['black', 'grey']"
14165.jpg,Belt,['black']
45307.jpg,Belt,"['black', 'elegant']"
46072.jpg,Belt,['black']
42909.jpg,Belt,"['summer', 'grey', 'brown', 'slim']"
20630.jpg,Belt,"['green', 'slim']"
42910.jpg,Belt,"['summer', 'white', 'yellow', 'brown']"
28589.jpg,Belt,"['formal', 'brown']"
8122.jpg,Belt,['black']
27840.jpg,Belt,"['red', 'grey']"
25746.jpg,Belt,['black']
25727.jpg,Belt,"['blue', 'casual']"
42908.jpg,Belt,"['black', 'summer', 'slim']"
8129.jpg,Belt,"['brown', 'grey']"
17774.jpg,Belt,"['black', 'formal']"
18841.jpg,Belt,"['formal', 'yellow']"
57534.jpg,Belt,"['black', 'grey']"
20416.jpg,Belt,"['red', 'slim']"
15941.jpg,Belt,"['black', 'elegant']"
42957.jpg,Belt,['black']
49573.jpg,Belt,"['black', 'brown']"
35060.jpg,Belt,"['elegant', 'brown']"
38416.jpg,Belt,"['brown', 'purple']"
42955.jpg,Belt,"['black', 'white']"
29076.jpg,Belt,['brown']
21008.jpg,Belt,['brown']
50838.jpg,Belt,"['brown', 'grey']"
17775.jpg,Belt,"['black', 'formal', 'brown']"
24784.jpg,Belt,"['pink', 'white']"
17059.jpg,Belt,"['black', 'blue', 'white', 'yellow']"
15937.jpg,Belt,"['elegant', 'yellow', 'brown']"
58206.jpg,Belt,[]
34546.jpg,Belt,['black']
18605.jpg,Belt,"['black', 'formal']"
20067.jpg,Belt,['green']
40223.jpg,Belt,"['black', 'formal']"
38483.jpg,Belt,['white']
15935.jpg,Belt,"['black', 'elegant']"
36514.jpg,Belt,['green']
41536.jpg,Belt,"['formal', 'brown']"
36527.jpg,Belt,"['white', 'yellow']"
20542.jpg,Belt,"['pink', 'slim']"
33460.jpg,Belt,"['pink', 'slim']"
50836.jpg,Belt,"['black', 'white']"
8126.jpg,Belt,['brown']
16992.jpg,Belt,['black']
18837.jpg,Belt,"['formal', 'brown']"
24621.jpg,Belt,"['black', 'formal']"
45317.jpg,Belt,"['black', 'elegant', 'brown']"
33475.jpg,Belt,"['brown', 'slim']"
42896.jpg,Belt,['blue']
41240.jpg,Belt,"['black', 'formal', 'grey']"
38484.jpg,Belt,['black']
21199.jpg,Belt,['brown']
25112.jpg,Belt,"['blue', 'casual']"
18603.jpg,Belt,"['black', 'formal']"
37050.jpg,Belt,['purple']
8121.jpg,Belt,['brown']
17060.jpg,Belt,['red']
38370.jpg,Belt,"['formal', 'brown']"
34547.jpg,Belt,['black']
30149.jpg,Belt,"['green', 'brown']"
25014.jpg,Belt,['black']
36015.jpg,Belt,['black']
48125.jpg,Belt,[]
33725.jpg,Belt,"['orange', 'slim']"
20391.jpg,Belt,"['brown', 'slim']"
9017.jpg,Belt,"['yellow', 'brown']"
19896.jpg,Belt,"['formal', 'brown']"
